time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2021-04-13T08:08:52.630Z,17.9583,-66.827,10,2.51,md,20,185,0.2175,0.08,pr,pr2021103002,2021-04-13T08:37:58.953Z,"4 km SSW of Indios, Puerto Rico",earthquake,0.39,0.53,0.21,14,reviewed,pr,pr
2021-04-13T07:40:52.872Z,-7.4973,128.5177,160.6,4.5,mb,,61,2.798,1.16,us,us6000e15r,2021-04-13T08:47:14.040Z,"202 km NE of Lospalos, Timor Leste",earthquake,9.3,8.3,0.108,25,reviewed,us,us
2021-04-13T06:52:29.617Z,56.2138,-156.5669,35,2.6,ml,,,,0.74,ak,ak0214qg8jzr,2021-04-13T07:02:19.213Z,"114 km E of Chignik, Alaska",earthquake,,12.1,,,automatic,ak,ak
2021-04-13T06:08:33.073Z,58.5117,-153.6381,4.8,2.7,ml,,,,1.04,ak,ak0214qfz4uc,2021-04-13T06:19:54.269Z,"66 km NW of Aleneva, Alaska",earthquake,,0.4,,,automatic,ak,ak
2021-04-13T06:06:00.858Z,0.0807,-17.3932,10,5.1,mb,,41,8.515,0.84,us,us6000e159,2021-04-13T06:25:55.040Z,"north of Ascension Island",earthquake,9.3,1.9,0.041,188,reviewed,us,us
2021-04-13T05:42:49.940Z,36.5115,70.8717,180.85,4.5,mb,,42,2.467,1.08,us,us6000e156,2021-04-13T06:09:42.713Z,"39 km S of Jurm, Afghanistan",earthquake,7.5,7,0.06,82,reviewed,us,us
2021-04-13T04:41:23.350Z,18.8995,-66.6953,43,3.04,md,21,257,0.4538,0.2,pr,pr2021103000,2021-04-13T05:41:24.920Z,"47 km NNE of Carrizales, Puerto Rico",earthquake,0.89,2.24,0.08,15,reviewed,pr,pr
2021-04-13T04:28:06.768Z,36.1094,68.0208,32.54,4.3,mb,,100,1.774,0.62,us,us6000e14s,2021-04-13T05:00:46.040Z,"17 km S of Aībak, Afghanistan",earthquake,5.6,6.1,0.129,17,reviewed,us,us
2021-04-13T02:20:07.039Z,-37.2053,176.6406,268.24,4.3,mb,,101,1.047,0.46,us,us6000e14f,2021-04-13T04:28:20.040Z,"North Island of New Zealand",earthquake,10.2,8.1,0.187,8,reviewed,us,us
2021-04-13T01:25:47.652Z,56.744,-156.3745,71.7,2.7,ml,,,,0.41,ak,ak0214qd3n1m,2021-04-13T04:23:38.040Z,"105 km SE of Ugashik, Alaska",earthquake,,1,,,automatic,ak,ak
2021-04-12T22:44:32.856Z,-22.7448,172.1413,10,5.2,mww,,75,5.276,1.11,us,us6000e13e,2021-04-12T23:01:10.040Z,"southeast of the Loyalty Islands",earthquake,9.1,1.8,0.098,10,reviewed,us,us
2021-04-12T22:19:24.270Z,18.6713,-67.5841,4,3.61,md,25,185,0.3054,0.54,pr,pr2021102007,2021-04-12T22:48:14.602Z,"50 km NW of Rincón, Puerto Rico",earthquake,1.23,1.39,0.08,24,reviewed,pr,pr
2021-04-12T22:05:43.280Z,36.29733333,-98.17833333,7.92,2.62,ml,100,27,0,0.19,ok,ok2021hefo,2021-04-12T22:29:49.885Z,"5 km N of Ames, Oklahoma",earthquake,,0.3,0.24,42,reviewed,ok,ok
2021-04-12T19:31:38.190Z,57.9369,-155.5992,107.7,2.6,ml,,,,0.78,ak,ak0214p0bd1h,2021-04-12T20:02:21.040Z,"79 km WNW of Karluk, Alaska",earthquake,,0.5,,,automatic,ak,ak
2021-04-12T17:59:58.564Z,31.67503677,-104.3900617,7.494091797,2.7,ml,27,56,0.09459944122,0.3,tx,tx2021hdxl,2021-04-12T19:37:05.356Z,"55 km S of Whites City, New Mexico",earthquake,1.091982576,1.463561667,0.1,15,reviewed,tx,tx
2021-04-12T16:41:31.795Z,44.2606,-115.1902,10,2.5,ml,,68,0.165,1.21,us,us6000e110,2021-04-12T18:22:31.040Z,"20 km WNW of Stanley, Idaho",earthquake,1.7,2,0.065,36,reviewed,us,us
2021-04-12T14:01:47.934Z,29.3264,129.4801,10,5.1,mww,,101,2.332,0.54,us,us6000e0zk,2021-04-12T16:24:29.395Z,"106 km N of Naze, Japan",earthquake,3.1,1.8,0.075,17,reviewed,us,us
2021-04-12T11:38:02.479Z,56.9027,-154.9882,13.8,3.5,ml,,,,0.72,ak,ak0214ovlbed,2021-04-12T17:17:40.273Z,"50 km W of Akhiok, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2021-04-12T09:02:16.920Z,17.8108,-68.0856,40,3.35,md,10,229,0.7628,0.21,pr,pr2021102004,2021-04-12T09:35:08.837Z,"83 km SE of Boca de Yuma, Dominican Republic",earthquake,1.42,4.65,0.1,6,reviewed,pr,pr
2021-04-12T06:20:22.175Z,31.73239965,-104.5931127,5.643115234,3.1,ml,34,83,0.07011539623,0.3,tx,tx2021hdaj,2021-04-12T15:39:54.213Z,"53 km SSW of Whites City, New Mexico",earthquake,2.901841367,1.501828388,0.2,19,reviewed,tx,tx
2021-04-12T05:26:13.097Z,-30.5568,-177.8608,10,5.1,mww,,69,1.308,0.66,us,us6000e0yi,2021-04-12T05:51:49.040Z,"Kermadec Islands, New Zealand",earthquake,9.1,1.8,0.098,10,reviewed,us,us
2021-04-12T05:25:36.290Z,18.9556,-64.7616,31,3.58,md,17,334,1.3579,0.45,pr,pr2021102003,2021-04-12T07:24:25.593Z,"69 km N of Cruz Bay, U.S. Virgin Islands",earthquake,3.85,28.32,0.05,13,reviewed,pr,pr
2021-04-12T04:57:13.750Z,19.2575,-67.3651,24,3.46,md,23,300,0.8298,0.36,pr,pr2021102002,2021-04-12T06:06:17.720Z,"89 km NNW of San Antonio, Puerto Rico",earthquake,1.26,23.76,0.11,20,reviewed,pr,pr
2021-04-12T04:03:12.370Z,44.3653333,-115.2061667,12.08,2.52,ml,12,75,0.231,0.18,mb,mb80496069,2021-04-12T15:50:14.740Z,"26 km NW of Stanley, Idaho",earthquake,0.38,0.72,0.169,16,reviewed,mb,mb
2021-04-12T03:44:23.783Z,33.8388,15.9274,10,4.2,mb,,144,3.609,0.96,us,us6000e0xs,2021-04-12T04:32:19.040Z,"180 km NNE of Mişrātah, Libya",earthquake,5.6,2,0.112,22,reviewed,us,us
2021-04-12T03:08:35.162Z,22.6632,142.9556,152.46,5.2,mww,,49,4.468,0.96,us,us6000e0xp,2021-04-12T03:28:10.040Z,"Volcano Islands, Japan region",earthquake,9.3,6,0.098,10,reviewed,us,us
2021-04-12T02:26:26.226Z,2.7817,128.6072,229.69,5.2,mb,,81,2.35,0.83,us,us6000e0xi,2021-04-12T02:43:01.040Z,"Halmahera, Indonesia",earthquake,8.6,7,0.045,166,reviewed,us,us
2021-04-12T02:12:26.430Z,18.0203,-66.8171,15,2.5,md,23,151,0.2121,0.19,pr,pr2021102001,2021-04-12T02:37:15.106Z,"2 km W of Guayanilla, Puerto Rico",earthquake,0.39,0.54,0.28,19,reviewed,pr,pr
2021-04-12T01:52:25.983Z,-5.2913,104.8347,105.65,4.9,mb,,30,2.088,1.2,us,us6000e0xf,2021-04-12T02:28:58.040Z,"49 km WNW of Bandar Lampung, Indonesia",earthquake,7.5,4.8,0.065,76,reviewed,us,us
2021-04-12T00:30:44.250Z,17.9371,-66.9711,12,2.68,md,16,222,0.0799,0.13,pr,pr2021102000,2021-04-12T00:50:10.324Z,"7 km WSW of Guánica, Puerto Rico",earthquake,0.46,0.32,0.17,8,reviewed,pr,pr
2021-04-11T23:14:01.743Z,-17.9806,-178.343,614.85,4.4,mb,,121,3.44,0.83,us,us6000e0wz,2021-04-13T03:04:36.040Z,"Fiji region",earthquake,13.1,8.8,0.034,254,reviewed,us,us
2021-04-11T22:57:31.630Z,38.8235016,-122.8101654,1.59,2.5,md,44,34,0.0001282,0.06,nc,nc73548300,2021-04-12T22:23:07.518Z,"7km NW of The Geysers, CA",earthquake,0.15,0.23,0.19,24,automatic,nc,nc
2021-04-11T22:03:29.160Z,38.8276672,-122.8133316,1.87,2.65,md,46,41,0.004967,0.07,nc,nc73548225,2021-04-11T23:39:19.741Z,"8km NW of The Geysers, CA",earthquake,0.15,0.26,0.11,28,automatic,nc,nc
2021-04-11T21:40:36.894Z,-15.9357,-72.4977,113.4,4.3,mb,,129,3.179,0.71,us,us6000e0wl,2021-04-12T21:24:42.040Z,"16 km ESE of Iray, Peru",earthquake,10.5,7.1,0.201,7,reviewed,us,us
2021-04-11T18:58:02.199Z,17.9004,147.284,47.87,5.2,mww,,163,3.013,0.56,us,us6000e0vk,2021-04-12T19:08:08.383Z,"Mariana Islands region",earthquake,13.1,9,0.098,10,reviewed,us,us
2021-04-11T18:19:16.027Z,14.9604,-92.554,95.16,4.5,mb,,149,0.937,0.86,us,us6000e0vj,2021-04-11T19:41:22.040Z,"4 km WNW of Aquiles Serdán, Mexico",earthquake,6.8,8.6,0.083,42,reviewed,us,us
2021-04-11T18:12:33.274Z,14.7528,-93.7394,44.74,4.4,mb,,170,1.991,1.14,us,us6000e0vb,2021-04-11T19:30:00.040Z,"98 km SW of La Esperanza (El Zapotal), Mexico",earthquake,6,11.4,0.074,52,reviewed,us,us
2021-04-11T18:08:48.494Z,18.0171,146.9872,45.34,4.7,mb,,75,2.995,0.84,us,us6000e0vg,2021-04-11T19:22:22.040Z,"Pagan region, Northern Mariana Islands",earthquake,11.1,7.9,0.079,49,reviewed,us,us
2021-04-11T17:54:37.792Z,17.9871,146.9584,49.77,4.7,mb,,139,2.957,0.65,us,us6000e0v7,2021-04-11T19:04:32.040Z,"Alamagan region, Northern Mariana Islands",earthquake,11.6,8.4,0.065,72,reviewed,us,us
2021-04-11T16:41:41.834Z,24.7259,122.4441,8.38,4.3,mb,,90,0.577,0.45,us,us6000e0uw,2021-04-11T19:04:52.040Z,"63 km WNW of Yonakuni, Japan",earthquake,2.6,5.5,0.168,10,reviewed,us,us
2021-04-11T16:20:12.195Z,18.7337,-102.9135,76.49,4.7,mb,,218,1.834,0.51,us,us6000e0ul,2021-04-12T15:44:35.552Z,"13 km W of Aguililla, Mexico",earthquake,9.2,8.5,0.031,310,reviewed,us,us
2021-04-11T15:52:23.733Z,-21.1977,-68.0206,176.74,4.5,mb,,68,1.283,0.51,us,us6000e0ue,2021-04-11T17:28:16.365Z,"148 km WSW of Uyuni, Bolivia",earthquake,6.6,6.9,0.072,56,reviewed,us,us
2021-04-11T14:52:32.005Z,-24.864,-68.1248,108.99,4.6,mb,,111,1.904,0.41,us,us6000e0u7,2021-04-11T16:07:17.748Z,"150 km NNW of Antofagasta de la Sierra, Argentina",earthquake,7,10.3,0.151,13,reviewed,us,us
2021-04-11T14:42:04.824Z,-31.6625,-69.6973,116.5,4.9,mb,,76,0.872,0.51,us,us6000e0u1,2021-04-11T16:32:16.750Z,"44 km SW of Calingasta, Argentina",earthquake,5.7,5.2,0.034,274,reviewed,us,us
2021-04-11T14:40:09.020Z,-29.8339,-176.9614,10,5,mb,,137,1.027,0.66,us,us6000e0ub,2021-04-11T15:24:44.040Z,"Kermadec Islands region",earthquake,9.5,1.8,0.103,30,reviewed,us,us
2021-04-11T14:06:37.868Z,40.8454,34.7273,10.46,4,mb,,61,0.793,0.76,us,us6000e0tu,2021-04-11T16:25:19.040Z,"15 km WNW of Laçin, Turkey",earthquake,3.7,6.6,0.212,6,reviewed,us,us
2021-04-11T13:48:53.854Z,52.3342,158.4864,81.68,4.6,mb,,129,0.697,0.32,us,us6000e0ts,2021-04-11T16:10:50.040Z,"66 km S of Vilyuchinsk, Russia",earthquake,5.5,6.3,0.035,249,reviewed,us,us
2021-04-11T12:26:04.570Z,17.9571,-66.8191,11,2.73,md,24,185,0.0627,0.14,pr,pr2021101005,2021-04-11T13:10:25.522Z,"4 km S of Indios, Puerto Rico",earthquake,0.43,0.49,0.16,20,reviewed,pr,pr
2021-04-11T12:14:21.589Z,29.3388,129.535,58.96,4.7,mb,,138,2.304,1.15,us,us6000e0t7,2021-04-11T12:31:14.040Z,"107 km N of Naze, Japan",earthquake,9.5,8.9,0.061,82,reviewed,us,us
2021-04-11T12:00:26.139Z,29.3324,129.3194,30.8,4.8,mb,,146,2.38,0.82,us,us6000e0tf,2021-04-11T12:39:05.040Z,"108 km N of Naze, Japan",earthquake,9.3,6.5,0.048,132,reviewed,us,us
2021-04-11T10:59:30.100Z,17.8543,-66.8703,6,2.53,md,17,231,0.2086,0.16,pr,pr2021101004,2021-04-11T12:49:21.883Z,"13 km SSE of Guánica, Puerto Rico",earthquake,0.6,0.35,0.24,14,reviewed,pr,pr
2021-04-11T10:44:47.358Z,-6.2323,104.6292,74.99,4.9,mb,,95,2.496,1.13,us,us6000e0su,2021-04-11T11:13:55.040Z,"113 km SW of Bandar Lampung, Indonesia",earthquake,9.3,8.2,0.081,48,reviewed,us,us
2021-04-11T10:01:24.041Z,29.877,129.3196,61.72,4.5,mb,,185,1.897,0.48,us,us6000e0sq,2021-04-11T11:42:59.040Z,"115 km WSW of Kurio, Japan",earthquake,8.4,8.2,0.064,73,reviewed,us,us
2021-04-11T09:45:36.990Z,35.7846667,-117.603,6.61,3.13,ml,44,54,0.03133,0.13,ci,ci39846664,2021-04-13T02:08:39.841Z,"18km W of Searles Valley, CA",earthquake,0.12,0.31,0.116,175,reviewed,ci,ci
2021-04-11T07:54:24.302Z,31.67754532,-104.3930449,6.080151367,2.6,ml,28,55,0.09227116476,0.3,tx,tx2021hbhy,2021-04-12T16:37:06.883Z,"55 km S of Whites City, New Mexico",earthquake,1.014210257,1.220069006,0.2,15,reviewed,tx,tx
2021-04-11T07:10:49.438Z,54.4011,-159.6568,23.18,4.4,mb,,155,0.432,0.82,us,us6000e0rv,2021-04-11T18:04:45.285Z,"117 km SSE of Sand Point, Alaska",earthquake,6.2,6.6,0.082,43,reviewed,us,us
2021-04-11T06:40:52.470Z,17.941,-66.9015,9,2.95,md,23,198,0.0407,0.12,pr,pr2021101001,2021-04-11T14:10:11.648Z,"Puerto Rico region",earthquake,0.48,0.44,0.25,19,reviewed,pr,pr
2021-04-11T06:24:22.167Z,24.2972,126.2915,10,4.8,mb,,117,2.995,0.88,us,us6000e0rm,2021-04-11T06:50:10.040Z,"114 km ESE of Hirara, Japan",earthquake,8.5,1.9,0.077,51,reviewed,us,us
2021-04-11T06:18:59.610Z,18.8908,-67.607,89,3.16,md,10,204,0.8848,0.38,pr,pr2021101002,2021-04-11T14:16:17.702Z,"69 km NW of San Antonio, Puerto Rico",earthquake,3.79,4.48,0.18,8,reviewed,pr,pr
2021-04-11T06:08:53.620Z,19.2185,-155.436333333333,33.27,3.13,md,57,126,,0.12,hv,hv72421267,2021-04-12T06:10:30.277Z,"4 km ENE of Pāhala, Hawaii",earthquake,0.42,0.53,0.0836353520216762,24,reviewed,hv,hv
2021-04-11T05:37:18.703Z,15.768,-93.9052,78.8,4,mb,,172,1.775,0.53,us,us6000e0rb,2021-04-11T06:29:22.040Z,"22 km SW of Cabeza de Toro, Mexico",earthquake,6.6,12.1,0.085,37,reviewed,us,us
2021-04-11T05:01:44.510Z,19.6946666666667,-156.640166666667,5.41,2.78,ml,55,195,,0.19,hv,hv72421197,2021-04-11T17:23:07.991Z,"67 km W of Kailua-Kona, Hawaii",earthquake,1.36,1.86,0.0990556646037666,10,reviewed,hv,hv
2021-04-11T04:21:02.898Z,-9.2593,-71.3912,558.32,4.1,mb,,76,1.999,0.64,us,us6000e0qs,2021-04-11T04:35:40.040Z,"139 km SSW of Tarauacá, Brazil",earthquake,11.4,7.8,0.048,119,reviewed,us,us
2021-04-11T03:58:53.830Z,60.0905,-150.2976,10,2.8,ml,,,,0.91,ak,ak0214n3ewfu,2021-04-11T04:23:55.709Z,"45 km NE of Fox River, Alaska",earthquake,,0.6,,,automatic,ak,ak
2021-04-11T03:42:00.899Z,28.357,-103.3707,10,3.2,ml,,146,1.007,0.66,us,us6000e0qk,2021-04-11T03:52:09.040Z,"53 km NE of Hércules, Mexico",earthquake,5.4,2,0.115,20,reviewed,us,us
2021-04-11T03:02:03.639Z,39.2916,-106.7555,3.44,2.8,ml,,81,1.018,0.56,us,us6000e0qc,2021-04-11T16:35:39.117Z,"9 km WSW of Norrie, Colorado",earthquake,3.4,2.1,0.04,81,reviewed,us,us
2021-04-11T01:42:26.345Z,10.9855,-86.4255,23.98,4.6,mb,,175,0.909,0.91,us,us6000e0q5,2021-04-11T01:59:53.040Z,"67 km WSW of San Juan del Sur, Nicaragua",earthquake,3.2,6,0.036,226,reviewed,us,us
2021-04-11T01:21:06.752Z,-5.7041,153.1678,20.61,4.9,mb,,102,1.805,0.52,us,us6000e0q7,2021-04-11T02:21:41.040Z,"180 km SSE of Kokopo, Papua New Guinea",earthquake,5.9,5.7,0.081,50,reviewed,us,us
2021-04-11T00:17:13.535Z,38.2397,20.6424,10,4.2,mb,,127,1.468,1.13,us,us6000e0pz,2021-04-11T00:32:11.040Z,"1 km SSW of Sámi, Greece",earthquake,4.8,1.9,0.152,12,reviewed,us,us
2021-04-11T00:04:22.400Z,19.2486666666667,-155.395166666667,31.16,2.96,md,56,111,,0.12,hv,hv72420872,2021-04-12T00:05:50.889Z,"10 km ENE of Pāhala, Hawaii",earthquake,0.43,0.53,0.0890770146545097,25,reviewed,hv,hv
2021-04-10T23:57:28.580Z,36.4985,-114.7163,12.9,2.5,ml,17,272.96,0.321,0.27,nn,nn00804805,2021-04-11T01:11:08.255Z,"23 km SSW of Moapa Town, Nevada",earthquake,,1.3,,,automatic,nn,nn
2021-04-10T23:54:58.991Z,-8.3533,112.4663,112.91,5.1,mb,,67,1.671,0.95,us,us6000e0pw,2021-04-11T02:22:23.514Z,"21 km S of Sumberpucung, Indonesia",earthquake,7.2,6.3,0.072,62,reviewed,us,us
2021-04-10T23:47:29.112Z,-24.1492,-67.0857,183.27,4.2,mb,,63,1.557,1.15,us,us6000e0pv,2021-04-11T00:41:55.040Z,"78 km W of San Antonio de los Cobres, Argentina",earthquake,4.8,8.8,0.159,11,reviewed,us,us
2021-04-10T23:00:21.990Z,29.1537,129.3913,10,4.7,mb,,107,2.511,0.86,us,us6000e0pp,2021-04-10T23:22:14.040Z,"87 km N of Naze, Japan",earthquake,5.2,1.9,0.088,39,reviewed,us,us
2021-04-10T22:53:59.225Z,38.3134,20.6879,10,4.5,mb,,49,1.471,1.25,us,us6000e0pl,2021-04-11T07:18:39.919Z,"6 km SSW of Itháki, Greece",earthquake,5.7,1.9,0.087,39,reviewed,us,us
2021-04-10T21:49:37.905Z,28.254,67.3383,10,4.2,mb,,179,6.434,0.74,us,us6000e0pc,2021-04-10T22:06:01.040Z,"62 km WNW of Chowki Jamali, Pakistan",earthquake,10.6,2,0.121,19,reviewed,us,us
2021-04-10T21:35:29.481Z,66.3504,-157.4071,9.4,3.5,ml,,,,0.74,ak,ak0214lqgdcb,2021-04-10T21:53:33.927Z,"61 km S of Shungnak, Alaska",earthquake,,0.7,,,automatic,ak,ak
2021-04-10T20:40:44.968Z,29.8697,129.3107,25.7,4.8,mb,,127,1.907,0.78,us,us6000e0p5,2021-04-10T21:41:11.040Z,"116 km WSW of Kurio, Japan",earthquake,9.9,4.2,0.065,72,reviewed,us,us
2021-04-10T20:20:38.465Z,29.3136,129.402,10,4.8,mb,,90,2.369,0.87,us,us6000e0p1,2021-04-10T20:45:06.040Z,"Ryukyu Islands, Japan",earthquake,6.7,1.8,0.074,59,reviewed,us,us
2021-04-10T20:01:16.950Z,45.7878,149.6523,114.92,4.7,mb,,134,4.911,0.8,us,us6000e0nx,2021-04-10T20:37:22.040Z,"152 km ENE of Kuril’sk, Russia",earthquake,7.3,5.3,0.032,302,reviewed,us,us
2021-04-10T19:08:08.800Z,35.7253333,-121.6328333,16.93,2.55,md,67,218,0.276,0.19,nc,nc73547705,2021-04-11T22:50:58.473Z,"33km S of Lopez Point, CA",earthquake,0.58,0.37,0.164,56,reviewed,nc,nc
2021-04-10T18:21:48.497Z,31.7208,90.6714,10,4.7,mb,,35,5.029,0.41,us,us6000e0nr,2021-04-10T18:59:43.040Z,"134 km WNW of Nagqu, China",earthquake,9.7,1.9,0.07,68,reviewed,us,us
2021-04-10T18:18:14.312Z,29.2942,129.506,10,4.7,mb,,111,2.354,0.69,us,us6000e0nq,2021-04-10T18:50:43.040Z,"102 km N of Naze, Japan",earthquake,6.8,1.9,0.112,25,reviewed,us,us
2021-04-10T17:51:32.484Z,-31.4518,-179.8442,346.02,4.9,mb,,69,2.752,0.68,us,us6000e0nn,2021-04-10T18:39:26.040Z,"Kermadec Islands region",earthquake,11.1,5.4,0.057,100,reviewed,us,us
